Table 1
水,蛇口から茶色い水が出てきた。,,,
今日,今日こそはジムに行く。,,,
国,その国はどこにあるんですか？,,,
君,君はこの歌を聴いたことがありますか？,,,
風,今日はとても風が強いですね。,,,
腕,あなたの腕は折れそうなくらい細い。,,,
やる,やると決めたからにはなんとしてもやる。,,,
いつも,いつも弱音ばかりはいてきた。,,,
肩,肩の骨を骨折したんです。,,,
娘,娘に初めて彼氏ができました。,,,
身体,明日は身体測定の日です。,,,
笑う,おなかを抱えて笑うのは久しぶりだ。,,,
先生,先生はどうやって全員の名前を覚えているんですか。,,,
場所,ここは地図にはのっていない場所なんです。,,,
皆,皆それぞれ悩みをかかえています。,,,
意味,今便座に座りながら、人生の意味を考えています。,,,
大きな,大きなオナラが、学校中に鳴り響きました。,,,
必要,僕は坊主なのでドライヤーは必要ないんだ。,,,
百,百円で色々なものが買えるんですね。,,,
こちら,こちらがあなたのインストラクターの亀井さんです。,,,
つもり,謝るつもりはありません。,,,
数,給料が出たので、煙草を数箱買った。,,,
すべて,この本に出てくる単語はすべて覚えた。,,,
機,今はまだ、機を窺っているんだ。,,,
あれ,あれは何ですか？,,,
七,七月七日で七歳になります。,,,
他,他の色もありますか？,,,
彼ら,彼らは僕のクラスメートです。,,,
まるで,化粧を取ったらまるで別人のようだ。,,,
空,夕日で空が真っ赤に染まった。,,,
また,また一緒に遊ぼうね。,,,
どうして,どうして夕飯前にポテトチップスを食べたの？,,,
もっと,大学でもっと真面目に勉強しておけばよかった。,,,
道,道に迷ってしまったみたいです。,,,
よく,もっとよく考えて行動しなさい。,,,
降りる,階段を走って降りるのは危険です。,,,
が,宿題が終わらなくて泣きそうです。,,,
王,ライオンは百獣の王と呼ばれています。,,,
壁,壁にペンキを塗るのは楽しい。,,,
仕事,月曜日の仕事が憂鬱です。,,,
表情,子供達の表情は、みんなとても活き活きとしていた。,,,
どんな,どんな味のドーナツがお好きですか？,,,
待つ,Amazonから荷物が届くのを待っています。,,,
息,彼の息はいつも少し煙草の匂いがした。,,,
一つ,一つ自分で曲を作ってみました。,,,
答える,妻は私の質問に答えることができなかった。,,,
様子,子供の幼稚園での様子を教えてください。,,,
くれる,うちの夫は毎日何かプレゼントをくれる。,,,
悪い,こんなに色々としてもらうのは悪いです。,,,
〜室,保健室で眠っていました。,,,
耳,毎日綿棒で耳掃除をします。,,,
見せる,練習の成果を見せる時がやってきました。,,,
白い,フワフワで白いウサギが野原でピョンピョン跳ねていました。,,,
小さな,赤ちゃんの小さな爪を切るのは怖い。,,,
唇,唇が乾燥してカサカサになっています。,,,
一緒,一緒に花火大会に行きませんか？,,,
八,週末、ラーメンを八杯も食べました。,,,
問題,問題の論点がずれていると思います。,,,
それから,それから、寄り道をしてかき氷を食べました。,,,
最後,この映画の最後のシーンがとっても良かったです。,,,
窓,今日は窓拭きをする予定です。,,,
もちろん,もちろん泥棒をするのはいけません。,,,
まったく,警察はまったく相手にしてくれませんでした。,,,
肉,お腹のプヨプヨの肉が気になります。,,,
次,次は何の曲を入れるの？,,,
なぜ,歌わないならなぜカラオケに来たの？,,,
やつ,そんなことをいちいち訊くなんて嫌なやつね。,,,
本当に,本当に私のこと、愛してるの？,,,
さらに,さらに一年の年月が過ぎた。,,,
帰る,家に帰るといつもまずシャワーを浴びる。,,,
血,朝起きると枕が血まみれになっていた。,,,
軍,とりあえず軍の拠点に戻ってみましょう。,,,
奥,なぜ鞄の奥にナイフを隠し持っているの？,,,
神,ゲップをせずにコーラを一気飲みできるなんて、お前は神か？,,,
存在,影が薄すぎてお前の存在に全く気づいてなかったよ。,,,
他,他のルートを検索してみよう。,,,
ずっと,ずっとあそこで待ってたんだよ？,,,
今度,今度の一緒にディズニーランドに行こうよ。,,,
早く,早くクリスマスが来ないかな。,,,
伝,誰かの伝があるといいんだけど。,,,
横,蟹は本当に横にしか歩けないのかな？,,,
大きく,教室に入る前に大きく深呼吸をした。,,,
関係,あなたには関係無いでしょう？,,,
始める,ようやく小説を書き始めました。,,,
死ぬ,死ぬ前にもう一度寿司が食べたい。,,,
さっき,さっきそこで幽霊を見たよ。,,,
剣,私達は午前二時に剣で戦うことにした。,,,
山,山登りをなめてはいけない。,,,
やはり,やはり、遅かったか。,,,
村,この村の住人は、全員アフロです。,,,
すでに,お前はすでに多くを知りすぎた。,,,
父,父は普通のサラリーマンです。,,,
開ける,この箱を開けたからには、お前には消えてもらわなくてはならない。,,,
ゆっくり,音が鳴らないようにゆっくりおならをした。,,,
自信,俺はずっと自分に自信がなかったんだ。,,,
しばらく,俺はその手紙を、しばらくじっと手に握りしめていた。,,,
地,もう少し地に足をつけて生きていくべきだよ。,,,
向ける,その男はゆっくりと俺に銃口を向けた。,,,
ドア,ドアが開くと、スーパーマンの格好をした親父が恥ずかしそうに立っていた。,,,
最初,最初は誰だって失敗するものさ。,,,
金,あなたの国は金メダルをいくつ獲りましたか？,,,
落ちる,アパートの床が腐って落ちたんだが、奇跡的に無傷だったよ。,,,
受ける,試験を受けるには、まず申し込みをしてください。,,,
少年,少年達はいつものように鬼ごっこをしていた。,,,
一人,普段は一人で家にいることが多いです。,,,
性,性というところに男性か女性か記入してください。,,,
もし,もし君がおばさんになっても、僕は君のことをずっと愛しているよ。,,,
影,光と影の描写が難しいね。,,,
竜,うちのお爺ちゃんの服には、必ず竜の絵が描かれている。,,,
形,このお握りの形はいびつです。,,,
長い,うちのお爺ちゃんの髭はとても長いです。,,,
電話,とりあえず電話をかけてみましょう。,,,
字,字が汚い手紙は、読む気がしない。,,,
ほとんど,今日の会議はほとんど上の空でした。,,,
若い,まだ若いんだから、元気出しなさいよ。,,,
名前,名前を覚えるのが苦手なんです。,,,
床,床掃除を社員がするということに驚きました。,,,
忘れる,私、携帯を家によく忘れるんですよね。,,,
部,経理部の部長をしています。,,,
聞こえる,最近よく空耳が聞こえるんです。,,,
頃,昨年の春頃こちらに来ました。,,,
歩く,山下さん、歩くのが速いですね。,,,
達,佐々木さん達、今夜カラオケに行くんですって。,,,
信じる,あなたが映画スターになるなんて信じることができません。,,,
ゼロ,糖質ゼロのジュースしか飲まないようにしています。,,,
やがて,やがて春になり、雪は溶けます。,,,
〜君,佐藤君は来週からアフリカに転勤することになった。,,,
髪,髪が大分のびてきたよね。,,,
こっち,こっちに来るといつも飲み歩いてしまう。,,,
当たり,今のはいい当たりだった。,,,
色,この色は、何色ですか？,,,
きっと,そのうちきっといいことあるよ。,,,
それでも,それでも、やっぱり彼のことが好きなんです。,,,
分,三分の二ほど食べてしまいました。,,,
扉,扉をゆっくり押し開けました。,,,
場合,この場合は、この方程式を使うのがいいですよ。,,,
母,母は働き詰めで、一ヶ月以上も夜ぐっすり眠っていないんだ。,,,
違う,第一印象と全然違うよね。,,,
気持ち,気持ちが高ぶらないと、幸せは感じないんじゃないかな。,,,
感じ,何アレ、感じ悪い。,,,
町,町はシンと静まり返っていました。,,,
黒い,黒い虫が窓にギッシリと張り付いていました。,,,
心配,心配しなくても、なんとかなるさ。,,,
生きる,生きるということについて、真剣に考えてみましょう。,,,
云う,神様の云う通りに全てのことが進む訳じゃない。,,,
背中,背中が痒いので、掻いてくれませんか。,,,
説明,どうすれば自分の気持ちをうまく説明できるんだろう。,,,
消える,このシミ、消えるかなぁ。,,,
同時に,同時に二人の人と付き合うなんて良くないよ。,,,
元,使ったらちゃんと元通りに戻してよね。,,,
生活,生活は楽じゃありませんが、幸せです。,,,
物,いらない物を全部バザーに出そうと思っています。,,,
続ける,勉強し続けるには根気がいります。,,,
船,船で世界中を旅行しました。,,,
戻る,来月、国に戻ることになったんです。,,,
車,車を洗車してきます。,,,
右,右の鼻がつまっているんですよね。,,,
花,花が綺麗に咲いています。,,,
瞬間,次の瞬間、体が宙に浮いていました。,,,
意識,おかげ様で、祖父の意識は昨日戻りました。,,,
通り,通りは、たくさんの人で賑わっていました。,,,
とても,とても楽しい時間を過ごしました。,,,
行う,今日は運動会の予行演習を行う予定です。,,,
置く,イルカの置物をテレビの前に置くと運気があがると言われました。,,,
海,今年の夏はまだ海に行ってない。,,,
学校,学校へ行く準備ができました。,,,
すぎる,この服はちょっと大きすぎる。,,,
事件,事件に巻き込まれないように気を付けてね。,,,
得る,この仕事を通じて、私はかけがえの無い経験を得ることができました。,,,
人々,この地域の人々は、みんないい人ばかりです。,,,
話す,あなたと話すことなんて何もないわ。,,,
側,ソファの右側に植木を置こうかなと思ってるの。,,,
火,火を消したかどうか不安になっちゃった。,,,
点,確かに、その点は君の言い分が正しいね。,,,
似てる,雅人君、お父さんに似てるね。,,,
一瞬,一瞬頭の中が真っ白になった。,,,
別,それとこれとは別でしょ。,,,
後ろ,後ろから誰かつけてくる気がするの。,,,
理由,私と結婚できない理由をちゃんと説明して。,,,
しかも,しかも、最近は肩こりがひどくてねぇ。,,,
日本,私は日本でものすごい借金を作ってしまいました。,,,
そのまま,そのままオーブンで三十分寝かします。,,,
九,教科書の九ページを開けてください。,,,
〜屋,薬屋さんに行ってきたら？,,,
夢,あなたの夢はなんですか？,,,
店,自分のお店をもつことが夢です。,,,
教える,日本語を教えることは嫌いではありません。,,,
離れる,君と離れるのは本当に辛いよ。,,,
連中,あの連中はいつもくだらない話ばかりしている。,,,
初めて,初めてパチンコをしました。,,,
両手,両手がカサカサになってしまいました。,,,
周囲,周囲の人達には少し変な奴だと思われてるかもしれません。,,,
やっぱり,やっぱりオタクだったんだ。,,,
それに,それに、チャットは時間の無駄だと思うんだ。,,,
想像,彼女は想像力がとても豊富なんだ。,,,
黒,あなたには黒がやぱり似合うわね。,,,
森,週末は、森を散歩していました。,,,
静か,扇風機が静かに回っています。,,,
あまり,あまり素直な子供ではありませんでした。,,,
生徒,生徒が廊下を走るのを先生が注意しました。,,,
着る,着物を着るのを手伝ってもらえませんか。,,,
馬,馬が一頭牧場から逃げ出しました。,,,
残る,今日は残業で会社に遅くまで残ることになりました。,,,
一番,日本で一番楽しかった場所は、京都です。,,,
闇,彼女は心の闇を抱えながら生きている。,,,
女性,女性の社会進出についてどう思いますか。,,,
不思議,へー、不思議なこともあるもんだね。,,,
〜階,どうして日本のホテルには四階が無いことが多いんですか？,,,
服,その服すっごく可愛いね。,,,
事実,それは事実ではありません。,,,
昔,昔、痴漢に間違えられたことがあります。,,,
ようやく,ようやく契約書にサインをしてくれた。,,,
理解,相手の立場を理解することが大切です。,,,
千,これで千円ってお得じゃない？,,,
やめる,お金がかかるから病院に行くのはやめるよ。,,,
これから,これからみんなでドミノを並べるんです。,,,
はっきり,どうして思っていることをはっきり言わないの。,,,
連れる,彼は、いつも違う女を連れていた。,,,
背,とても背が高いですね。,,,
部分,この部分は、何色にしますか？,,,
姉,姉はスチュワーデスをしています。,,,
わたくし,わたくしでよければ、よろしくお願い致します。,,,
使う,お箸を使うのに段々慣れてきました。,,,
月,今日は月が綺麗ですね。,,,
木,この木の名前は何ですか？,,,
動き,あの人、何だか動きが不自然ですね。,,,
まず,まず、小麦粉を１００ｇ入れてください。,,,
だって,だって、お義母様にこうするように言われたんだから、しょうがないじゃない。,,,
二つ,この南瓜、二つください。,,,
つまり,つまり、電車の運行が止まっているということですか？,,,
席,この席はあいていますか？,,,
状態,お医者様に危険な状態だと言われました。,,,
じゃあ,じゃあ、息抜きにパフェでも食べにいかない？,,,
とにかく,とにかく、今は時間がないんです。,,,
頬,頬が真っ赤になっているよ。,,,
万,ご祝儀の相場は大体三万円です。,,,
才人,あの教授は本当に才人だと思うよ。,,,
騎士,伝説の騎士は本当に存在するのでしょうか。,,,
よい,僕はよい子の味方です。,,,
舌,舌が乾いて痺れています。,,,
殺す,生き物を殺すのはよくないよ。,,,
大丈夫,こんなことして大丈夫かなぁ。,,,
急,急にそんなこと言われても困るよ。,,,
ただ,ただより高い物はないって言うでしょ。,,,
死,愛犬の死に打ちひしがれています。,,,
嫌,最近、寝起きの口臭が臭くて嫌になります。,,,
背後,背後に敵が潜んでいたことに全く気づかなかった。,,,
そこで,そこで、今度はこの液体を使ってみることにしました。,,,
どういう,一体どういう風の吹き回し？,,,
時代,うちの店は江戸時代から続いています。,,,
魔法,まるで魔法みたいですね。,,,
メートル,百メートルを何秒ぐらいで走れますか？,,,
膝,膝がガクガクします。,,,
覚える,漢字を覚えるのは難しい。,,,
腹,笑いすぎて腹が痛い。,,,
以外,納豆以外は何でも食べられます。,,,
気分,今日は気分があんまり良くないんです。,,,
ベッド,ベッドでゴロゴロしてるの。,,,
こういう,こういう作品、すごく好きなんだよね。,,,
無理,自分の肘を舐めるのは無理です。,,,
そば,このそばに、美味しいうどん屋さんがあるんだよ。,,,
近く,近くに焼き鳥屋で、一杯ひっかけていかないか。,,,
高い,刑務所は、高い塀に囲まれています。,,,
涙,玉ねぎを切ると涙が出てきます。,,,
兵,ここで、アメリカ兵たちがよく屯しています。,,,
すると,すると、空一面にカラフルな風船が浮かび上がりました。,,,
面,新しい剣道の面を買いたいんだ。,,,
再び,この場所に再び来ることになるとは、思ってもみなかったな。,,,
枚,このプリントの枚数を数えてもらってもいいですか？,,,
ころ,あのころは楽しかったね。,,,
二人,君と二人だけになりたいな。,,,
オーラ,芸能人はやっぱりオーラがあるよね。,,,
危険,この洗剤とこの洗剤を混ぜると危険です。,,,
穴,穴が開いていないパンツはあるの？,,,
完全,その質問は完全におかしいでしょう！？,,,
さい,こちらへお越しのさいは、是非お声がけください。,,,
左,左腕が腱鞘炎になってしまいました。,,,
攻撃,今の攻撃はちょっとひどくないか？,,,
絶対,今日こそ絶対にジョギングする。,,,
上,僕はいつもここでは握り寿司の上を頼むんだ。,,,
つた,あの家は、つたに覆われている。,,,
く,ちょっと寒くないですか？,,,
魔,今は「魔の二歳児」ですからねー。,,,
なにか,なにか手伝いましょうか。,,,
伸子,伸子とは、反物などを洗い張りする際に、布幅を一定に保つ道具のことです。,,,
仲間,仲間がいるから、頑張れたんです。,,,
リ,君の言うことはりにかなっているね。,,,
ども,野郎ども、突撃だ―！,,,
どの,どの子が一番タイプですか？,,,
可能,可能であれば、試乗してみたいのですが。,,,
１,一母親として、ひとこと言わせてください。,,,
取る,UFOキャッチャーで人形を取る。,,,
尻,尻を小さくするエクササイズをしてるんだ。,,,
ラン,花屋でランの花束を買いました。,,,
鼻,寒さで、鼻が赤くなっています。,,,
会,この会、また開こうよ！,,,
台,何か台になるようなものはないかな。,,,
違い,文化の違いを実感しました。,,,
向こう,向こう岸に渡りたい。,,,
当然,当然ここにはもう行ったよね？,,,
さすが,さすが、大統領！,,,
けい,うちの実家の車はけいです。,,,
瞳,瞳を逸らさないで。,,,
押す,公園で乳母車を押す。,,,
主人,主人は今夜、出張でいません。,,,
レ,ピアノの鍵盤で「レ」はどれですか？,,,
走る,あいつ、走るのが超速いよね。,,,
地上,地上最速の動物は何だと思いますか？,,,
あいつ,あいつは俺の恩人なんだよ。,,,
歳,今、五十七歳の上司と不倫をしています。,,,
空気,煙草の煙で空気が悪くなっています。,,,
終わる,俺の大好きな漫画の連載が来週で終わる。,,,
止める,今のアイツを止めるのは不可能だよ。,,,
まあ,まあ、なんとかなるさ。,,,
なし,この話は一旦なしにしてもらえないかな。,,,
黙る,急に黙るから、びっくりしたよ。,,,
気付く,忘れ物をしたことに気付いた。,,,
よかっ,怪我がなくてよかった。,,,
実際,実際、大怪我をして入院したこともあるんだけどね。,,,
乗る,ネコバスに乗るのが夢だったんです。,,,
敷く,布団を敷くのを手伝ってもらえませんか。,,,
食べる,ここの料理を食べるのを楽しみにしていたんです。,,,
それで,それで、ちゃんと好きって告白したの？,,,
ちゃんと,寝る前にちゃんと歯磨きしたの？,,,
まさか,まさか、それ、鼻くそじゃあないでしょうね。,,,
寝る,ハンモックの上で寝るのは気持ちがいい。,,,
バーン,バーンという銃声が鳴り響いた。,,,
ふと,ふと気になって振り返ると、そこには死んだはずの祖母が立っていた。,,,
な,綺麗な着物ですね。,,,
新しい,新しい車を買ったんです。,,,
近い,近い将来、家を買うつもりです。,,,
頷く,彼女は恥ずかしそうに小さく頷いた。,,,
思い出す,その日のことを、昨日のように思い出します。,,,
軽く,おじさんは、僕の頭を軽く小突いた。,,,
強い,世界一強い男を目指して、空手を習っています。,,,
そんなに,そんなにゲームばかりして、目が悪くなっても知らないわよ。,,,
決して,決して盗みを働こうと思っていた訳ではないんです。,,,
わずか,これ、わずかですが、受け取ってください。,,,
振る,ここで、塩胡椒を振ってください。,,,
もらう,新鮮なお野菜をもらいました。,,,
かなり,かなり激しい運動でした。,,,
じゃ,じゃ、また明日。,,,
突然,突然の辞表に、みんな驚いていました。,,,
で,で、何が言いたいの？,,,
けれども,それはそうだけれども、中々みんなに分かってもらうのは大変なんだよ。,,,
小さく,電車の窓から、彼女は小さく手を振った。,,,
いきなり,いきなりキスをされたので、思わずビンタしてしまった。,,,
別に,別に焼き肉が食べたかった訳じゃないよ。,,,
思わず,美味しそうな写真を見て、思わず涎が出た。,,,
切る,ハサミで紙を綺麗に切るのは難しい。,,,
逃げる,逃げることも時には大切だ。,,,
赤い,赤いニット帽を被った女の子がスケートをしている。,,,
祝う,長男の出産を祝う。,,,
ある,虫刺されの薬なら、確か棚にあるよ。,,,
叫ぶ,勝利の雄叫びを叫ぶ。,,,
飛ぶ,蚊がブンブン飛んでいる。,,,
与える,あまりたくさんお小遣いを与えるのはよくない。,,,
では,では、今日はこの辺で終わりにしましょうか。,,,
呼ぶ,会社の人も結婚式に呼ぶんでしょ。,,,
見つける,無くしたと思っていた時計を見つけた。,,,
驚く,驚くのはまだ早い。,,,
流れる,津波で家が流れる映像を見るのは辛い。,,,
眺める,この高台から町を眺めるのが好きだ。,,,
近づく,知り合いだと思って近づくと、全くの別人だった。,,,
つい,駄目だと思っても、ついお菓子を食べてしまう。,,,
ちょうど,今ちょうど電話しようと思っていたところです。,,,
死ぬ,日本語の単語を勉強しすぎて死ぬ。,,,
街,この街には、ヤクザがいない。,,,
兄,私の兄は、スケボーが上手です。,,,
星,あの星に願いをこめました。,,,
思い,あなたへの思いを歌にしました。,,,
ページ,三十二ページを開けてください。,,,
戦闘,奴の先頭能力は計り知れない。,,,
式,この問題はどんな式を使って計算しましたか。,,,
リア,リアタイヤがパンクしてしまいました。,,,
ぼう,すみません、ちょっとぼうっとしていて。,,,
妹,私の妹は鼻毛が長い。,,,
命,命が尽きるまで日本語を勉強します。,,,
こいつ,こいつ、デベソなんだよ。,,,
島,新婚旅行は南の島に行くつもりです。,,,
宇宙,いつか宇宙に行ってみたいな。,,,
廊下,廊下を走ってはいけません。,,,
テーブル,テーブルの上にみかんがあります。,,,
記憶,そんな話は記憶にございません。,,,
本当,本当に昨日歯医者さんに行ったんですか。,,,
年,あの子の年はいくつですか。,,,
巨大,巨大なゴジラが地球にやってきた。,,,
浅羽,埼玉県坂戸市北浅羽に住んでいます。,,,
ルー,カレーのルーを買うのを忘れちゃったわ。,,,
客,あの客は可哀想な過去を持っているんですよ。,,,
全身,全身を緑色にペイントした。,,,
奴,そんな奴を誘う必要はないさ。,,,
陽子,こいつは、僕の妻の陽子です。,,,
貴族,この皿は、中世の貴族に実際に使われていたものです。,,,
サー,血の気がサーッと引いた。,,,
だめ,運転しながら携帯を触るのはダメです。,,,
不安,自分の人生が不安でしょうがない。,,,
結果,結果が全てだと思います。,,,
東京,ずっと東京に来てみたかったんです。,,,
女の子,女の子達も誘っていいかな？,,,
写真,写真をとってもらえませんか？,,,
返事,お返事お待ちしています。,,,
椅子,この椅子はあいていますか？,,,
右手,右手に三つホクロがあります。,,,
機械,この機械の操作方法が分かりますか？,,,
階段,階段で行きましょう。,,,
隊,コウイチは、トフグ隊の隊長です。,,,
改,竹やん、改、竹本です。,,,
からだ,叔母はからだつきがふっくらしている。,,,
所,いまの所は順調です。,,,
とおり,西本さんの言うとおりでしたね。,,,
桜,今の季節は桜が綺麗ですよ。,,,
行動,チンパンジーの行動について研究しています。,,,
朝,今日は朝からオデンを仕込んだ。,,,
がら,あの男はどうもがらが悪い感じがする。,,,
酒,今夜、一杯酒でもどうですか。,,,
官,官職の人って、なんだかお固いイメージがあって苦手かも。,,,
我々,我々は、戦争には断固反対だ。,,,
左右,左右の眉毛の形が微妙に違うよね。,,,
ひと,ひとそれぞれだろ。,,,
老人,老人には親切にすべきだと思うよ。,,,
嘘,嘘をつかれるのが怖いんです。,,,
自然,自然と好きになっていたんです。,,,
しん,家は、しんと静まり返っていた。,,,
２,このドーナツは２個で百円です。,,,
雨,天気予報は雨でしたよ。,,,
3,同じシャツを色違いで３枚買ってしまった。,,,
例,例を挙げて説明せよ。,,,
じゅう,ベーコンが、フライパンの上でじゅうっと音を立てた。,,,
手紙,手紙をもらうのが好きなんです。,,,
底,お鍋の底が焦げてしまった。,,,
精神,部長はいつも精神論ばっかりだ。,,,
明日,明日、ランチ一緒に行きませんか。,,,
地面,地面は落ち葉で覆われていた。,,,
レン,レンって名前の男を知らないか？,,,
員,店員さんを呼んできます。,,,
簡単,この試験は結構簡単だった。,,,
能力,そのキャラクターはどんな能力があるの？,,,
あいだ,棚と棚のあいだにスプーンを落としちゃったんだ。,,,
犬,犬は好きだけど猫は苦手なんです。,,,
げん,ただのげんかつぎですよ。,,,
普通,普通はみなさんどうするものなんですか？,,,
変,うちの家族、ちょっと変なんです。,,,
天,天の神様の言うとおり。,,,
分,これはあなたの分です。,,,
ちょう,ちょうが花畑をヒラヒラと舞う。,,,
